,metric,neumf_default,neumf_deep,neumf_fair
0,NDCG@1000,0.2327907442708931,0.007535471389655598,0.007535471389655598
1,Precision@1000,0.007503169572107734,0.00032488114104595905,0.00032488114104595905
2,Recall@1000,0.5144824145055352,0.027287117757732984,0.027287117757732984
3,Train (s),92.09663891792297,608.9439053535461,255.45820236206055
4,Test (s),10.027000665664673,17.67949080467224,37.440998792648315
