,metric,vaecf_default,vaecf_a32,vaecf_a64
0,NDCG@1000,0.18466098490621743,0.19905314568780583,0.22861282278361741
1,Precision@1000,0.006393026941362882,0.006715530903328011,0.00710063391442152
2,Recall@1000,0.4355379787058547,0.46552078104016925,0.48856635135753246
3,Train (s),81.41492557525635,157.95632219314575,176.20443105697632
4,Test (s),2.4409995079040527,2.6930034160614014,3.5990006923675537
