,metric,VAECF,NeuMF
0,NDCG@1000,0.18644308756438663,0.2207835091769166
1,Precision@1000,0.006378486055776859,0.007385657370517896
2,Recall@1000,0.43676397485815666,0.5103768029581922
3,Train (s),86.64735579490662,92.99062776565552
4,Test (s),2.363832950592041,9.630512714385986
